survey_id	country	area	location	site_code	site_name	latitude	longitude	depth	survey_date	latest_surveydate_for_site	has_pq_scores_in_db	has_rugosity_scores_in_db	has_pqs_catalogued_in_db	visibility	hour	direction	survey_latitude	survey_longitude	avg_rugosity	max_rugosity	surface	program	old_site_codes	methods
62003087	Indonesia	Aceh	Aceh	ACEH1	Rubiah Jetty Nth	5.88	95.26	12	22/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	N	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003713	Indonesia	Aceh	Aceh	ACEH1	Rubiah Jetty Nth	5.88	95.26	5	22/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	N	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003093	Indonesia	Aceh	Aceh	ACEH10	Ujung Kareung	5.88	95.35	7	24/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	SE	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003097	Indonesia	Aceh	Aceh	ACEH11	Bate Bukulah	5.87	95.27	9	25/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003718	Indonesia	Aceh	Aceh	ACEH11	Bate Bukulah	5.87	95.27	3.5	25/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003098	Indonesia	Aceh	Aceh	ACEH12	Tokong	5.9	95.25	9	25/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003719	Indonesia	Aceh	Aceh	ACEH12	Tokong	5.9	95.25	6	25/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003099	Indonesia	Aceh	Aceh	ACEH13	Paloh	5.66	95.09	6	25/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	SE	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003100	Indonesia	Aceh	Aceh	ACEH14	Lamteng	5.65	95.16	4	25/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003101	Indonesia	Aceh	Aceh	ACEH15	Ujung Murung	5.85	95.28	7	26/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	E	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003720	Indonesia	Aceh	Aceh	ACEH15	Ujung Murung	5.85	95.28	4	26/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	NE	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003102	Indonesia	Aceh	Aceh	ACEH16	Rubiah Channel Nth	5.89	95.25	6	26/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	E	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003721	Indonesia	Aceh	Aceh	ACEH16	Rubiah Channel Nth	5.89	95.25	5	26/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003722	Indonesia	Aceh	Aceh	ACEH16	Rubiah Channel Nth	5.89	95.25	5.1	26/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003103	Indonesia	Aceh	Aceh	ACEH17	Ujung Lumbeh	5.87	95.26	5.5	27/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003723	Indonesia	Aceh	Aceh	ACEH17	Ujung Lumbeh	5.87	95.26	4.5	27/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	SW	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003724	Indonesia	Aceh	Aceh	ACEH17	Ujung Lumbeh	5.87	95.26	5	27/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	NE	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003104	Indonesia	Aceh	Aceh	ACEH18	Beurawang	5.78	95.34	6.1	28/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	N	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003725	Indonesia	Aceh	Aceh	ACEH18	Beurawang	5.78	95.34	4	28/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	NE	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003726	Indonesia	Aceh	Aceh	ACEH18	Beurawang	5.78	95.34	6	28/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003105	Indonesia	Aceh	Aceh	ACEH19	Jaboi	5.8	95.35	9	28/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003727	Indonesia	Aceh	Aceh	ACEH19	Jaboi	5.8	95.35	2	28/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	W	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003728	Indonesia	Aceh	Aceh	ACEH19	Jaboi	5.8	95.35	5	28/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003088	Indonesia	Aceh	Aceh	ACEH2	Rubiah Sea Garden	5.88	95.26	5	22/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	N	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003714	Indonesia	Aceh	Aceh	ACEH2	Rubiah Sea Garden	5.88	95.26	3	22/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	N	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003106	Indonesia	Aceh	Aceh	ACEH20	Ujung Rubiah	5.89	95.26	6	01/03/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	W	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003729	Indonesia	Aceh	Aceh	ACEH20	Ujung Rubiah	5.89	95.26	3	01/03/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	W	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003730	Indonesia	Aceh	Aceh	ACEH20	Ujung Rubiah	5.89	95.26	5	01/03/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	N	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003731	Indonesia	Aceh	Aceh	ACEH20	Ujung Rubiah	5.89	95.26	5.1	01/03/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003107	Indonesia	Aceh	Aceh	ACEH21	Ujung Tunku	5.88	95.25	5	01/03/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003732	Indonesia	Aceh	Aceh	ACEH21	Ujung Tunku	5.88	95.25	4	01/03/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003108	Indonesia	Aceh	Aceh	ACEH22	Ujung Tunku Nth	5.88	95.25	5	01/03/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003733	Indonesia	Aceh	Aceh	ACEH22	Ujung Tunku Nth	5.88	95.25	4	01/03/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003109	Indonesia	Aceh	Aceh	ACEH23	Rhenteuk	5.86	95.36	5.5	03/03/2009	TRUE	FALSE	FALSE	FALSE	NA	NA	SSE	NA	NA	NA	NA	NA	RLS	NA	1, 2
62003110	Indonesia	Aceh	Aceh	ACEH24	Sumur Tiga	5.89	95.34	6	03/03/2009	TRUE	FALSE	FALSE	FALSE	NA	NA	SE	NA	NA	NA	NA	NA	RLS	NA	1, 2
62003111	Indonesia	Aceh	Aceh	ACEH25	Pulau Klah	5.88	95.31	4	04/03/2009	TRUE	FALSE	FALSE	FALSE	NA	NA	E	NA	NA	NA	NA	NA	RLS	NA	1, 2
62003112	Indonesia	Aceh	Aceh	ACEH26	Lhok Weng	5.86	95.27	5	04/03/2009	TRUE	FALSE	FALSE	FALSE	NA	NA	SW	NA	NA	NA	NA	NA	RLS	NA	1, 2
62003113	Indonesia	Aceh	Aceh	ACEH27	Gapang	5.85	95.27	4.5	05/03/2009	TRUE	FALSE	FALSE	FALSE	NA	NA	SE	NA	NA	NA	NA	NA	RLS	NA	1, 2
62003114	Indonesia	Aceh	Aceh	ACEH28	Batee Meurenon	5.87	95.27	6.5	05/03/2009	TRUE	FALSE	FALSE	FALSE	NA	NA	E	NA	NA	NA	NA	NA	RLS	NA	1, 2
62003115	Indonesia	Aceh	Aceh	ACEH29	Deudap	5.61	95.19	6	07/03/2009	TRUE	FALSE	FALSE	FALSE	NA	NA	NW	NA	NA	NA	NA	NA	RLS	NA	1, 2
62003089	Indonesia	Aceh	Aceh	ACEH3	W Seulako	5.89	95.25	10	23/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003715	Indonesia	Aceh	Aceh	ACEH3	W Seulako	5.89	95.25	5	23/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003116	Indonesia	Aceh	Aceh	ACEH30	Pasi Janeng 1	5.63	95.13	5	07/03/2009	TRUE	FALSE	FALSE	FALSE	NA	NA	ENE	NA	NA	NA	NA	NA	RLS	NA	1, 2
62003090	Indonesia	Aceh	Aceh	ACEH4	Rubiah Channel	5.89	95.25	10	23/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003716	Indonesia	Aceh	Aceh	ACEH4	Rubiah Channel	5.89	95.25	6	23/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003091	Indonesia	Aceh	Aceh	ACEH5	Pasi Janeng 2	5.63	95.14	6	23/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	N	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003092	Indonesia	Aceh	Aceh	ACEH6	Lhoh	5.67	95.13	7	23/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	W	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
912340357	Indonesia	Aceh	Aceh	ACEH7	Silaho	5.9	95.25	10	24/02/2009	TRUE	TRUE	TRUE	TRUE	NA	NA	SE	NA	NA	3	3	Coral	RLS	NA	1, 13, 2, 6
62003094	Indonesia	Aceh	Aceh	ACEH7	Silaho	5.9	95.25	5	24/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	NE	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003095	Indonesia	Aceh	Aceh	ACEH8	Arus Paleh	5.89	95.25	9	24/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	SE	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003717	Indonesia	Aceh	Aceh	ACEH8	Arus Paleh	5.89	95.25	7	24/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	N	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
62003096	Indonesia	Aceh	Aceh	ACEH9	Anoi Hitam	5.83	95.38	6	24/02/2009	TRUE	TRUE	FALSE	TRUE	NA	NA	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
912346003	Indonesia	Banda Archipelago	Banda Sea	AH1	Amahusu Point	-3.73	128.14	3.5	13/09/2015	TRUE	FALSE	FALSE	TRUE	12	13:00:00	SW	NA	NA	NA	NA	NA	RLS	NA	1, 2
912345962	Indonesia	Banda Archipelago	Banda Sea	AH1	Amahusu Point	-3.73	128.14	4	13/09/2015	TRUE	FALSE	FALSE	TRUE	12	13:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	1, 2
912345963	Indonesia	Banda Archipelago	Banda Sea	AH2	Amahusu	-3.74	128.13	4.5	14/09/2015	TRUE	FALSE	FALSE	TRUE	10	10:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	1, 2
912346004	Indonesia	Banda Archipelago	Banda Sea	AH2	Amahusu	-3.74	128.13	5.6	14/09/2015	TRUE	FALSE	FALSE	TRUE	10	10:00:00	SW	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912345964	Indonesia	Banda Archipelago	Banda Sea	AH3	Laha Muck	-3.71	128.1	5	15/09/2015	TRUE	FALSE	FALSE	TRUE	10	15:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	1, 2
912346005	Indonesia	Banda Archipelago	Banda Sea	AH3	Laha Muck	-3.71	128.1	4	15/09/2015	TRUE	FALSE	FALSE	TRUE	10	15:00:00	SW	NA	NA	NA	NA	NA	RLS	NA	1, 2
912345965	Indonesia	Banda Archipelago	Banda Sea	AH4	Laha Airport	-3.72	128.09	5	16/09/2015	TRUE	FALSE	FALSE	TRUE	12	08:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	1, 2
912346006	Indonesia	Banda Archipelago	Banda Sea	AH4	Laha Airport	-3.72	128.09	5.4	16/09/2015	TRUE	FALSE	FALSE	TRUE	12	08:00:00	SW	NA	NA	NA	NA	NA	RLS	NA	1, 2
912346007	Indonesia	Banda Archipelago	Banda Sea	AH5	Ambon South Coast	-3.77	128.15	7.2	16/09/2015	TRUE	FALSE	FALSE	TRUE	20	15:00:00	N	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912345966	Indonesia	Banda Archipelago	Banda Sea	AH5	Ambon South Coast	-3.77	128.15	8.5	16/09/2015	TRUE	FALSE	FALSE	TRUE	20	15:00:00	S	NA	NA	NA	NA	NA	RLS	NA	1, 2
912344529	Republic of the Marshall Islands	Marshall Islands	Marshall Islands	AL1	Ailuk Inside SE	10.26	169.98	11	15/07/2014	TRUE	TRUE	FALSE	TRUE	25	08:00:00	S	NA	NA	NA	NA	NA	RLS	NA	0, 1, 13, 2
912344541	Republic of the Marshall Islands	Marshall Islands	Marshall Islands	AL10	Ailuk House Reef	10.23	169.93	7	25/07/2014	TRUE	TRUE	FALSE	TRUE	15	09:00:00	SW	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
912344540	Republic of the Marshall Islands	Marshall Islands	Marshall Islands	AL10	Ailuk House Reef	10.23	169.93	8	25/07/2014	TRUE	TRUE	FALSE	TRUE	15	09:00:00	SW	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
912344530	Republic of the Marshall Islands	Marshall Islands	Marshall Islands	AL2	Ailuk Inside E	10.28	169.98	7	15/07/2014	TRUE	TRUE	FALSE	TRUE	25	12:00:00	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
912344531	Republic of the Marshall Islands	Marshall Islands	Marshall Islands	AL3	Ailuk inside SSW corner	10.22	169.96	15.5	15/07/2014	TRUE	FALSE	FALSE	FALSE	35	16:00:00	S	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912344532	Republic of the Marshall Islands	Marshall Islands	Marshall Islands	AL4	Liklal Island	10.29	169.85	5	16/07/2014	TRUE	TRUE	FALSE	TRUE	35	10:00:00	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
912344533	Republic of the Marshall Islands	Marshall Islands	Marshall Islands	AL4	Liklal Island	10.29	169.85	11	16/07/2014	TRUE	TRUE	FALSE	TRUE	35	10:00:00	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
912344535	Republic of the Marshall Islands	Marshall Islands	Marshall Islands	AL5	Liklal Island Pass 2	10.26	169.87	7	16/07/2014	TRUE	TRUE	FALSE	TRUE	35	15:00:00	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
912344536	Republic of the Marshall Islands	Marshall Islands	Marshall Islands	AL6	Ailuk Lagoon	10.39	169.91	3	17/07/2014	TRUE	TRUE	FALSE	TRUE	35	11:00:00	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
912344537	Republic of the Marshall Islands	Marshall Islands	Marshall Islands	AL6	Ailuk Lagoon	10.39	169.91	3.5	17/07/2014	TRUE	TRUE	FALSE	TRUE	35	11:00:00	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
912344538	Republic of the Marshall Islands	Marshall Islands	Marshall Islands	AL7	Ailuk Nth Pass Outside	10.41	169.91	11.7	17/07/2014	TRUE	TRUE	FALSE	TRUE	35	14:00:00	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
912344539	Republic of the Marshall Islands	Marshall Islands	Marshall Islands	AL7	Ailuk Nth Pass Outside	10.41	169.91	5.5	17/07/2014	TRUE	TRUE	FALSE	TRUE	35	14:00:00	S	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
912344547	Republic of the Marshall Islands	Marshall Islands	Marshall Islands	AL8	Ailuk Middle Pass	10.36	169.91	10	24/07/2014	TRUE	TRUE	FALSE	TRUE	25	09:00:00	E	NA	NA	NA	NA	NA	RLS	NA	1, 13, 2
912344534	Republic of the Marshall Islands	Marshall Islands	Marshall Islands	AL9	Liklal Island Pass	10.29	169.85	12	16/07/2014	TRUE	FALSE	FALSE	FALSE	35	12:00:00	S	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912349127	Spain	M��laga	Mediterranean (north west)	AND1	Estepona	36.41	-5.17	2.3	28/10/2013	TRUE	FALSE	FALSE	TRUE	7	15:00:00	S	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912344583	Spain	M��laga	Mediterranean (north west)	AND11	Cala del Pe��on	36.82	-2.54	5.1	02/07/2014	TRUE	FALSE	FALSE	TRUE	6	10:00:00	N	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912344584	Spain	M��laga	Mediterranean (north west)	AND12	El d��ez	36.82	-2.55	6.4	02/07/2014	TRUE	FALSE	FALSE	TRUE	8	12:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	1, 2
912344585	Spain	M��laga	Mediterranean (north west)	AND13	La isleta del Moro	36.81	-2.04	3.4	02/07/2014	TRUE	FALSE	FALSE	TRUE	8	18:00:00	E	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912344586	Spain	M��laga	Mediterranean (north west)	AND14	Bello rincon	36.82	-2.52	4.4	03/07/2014	TRUE	FALSE	FALSE	TRUE	8	10:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	1, 2
912344587	Spain	M��laga	Mediterranean (north west)	AND15	El palmer	36.82	-2.53	5	03/07/2014	TRUE	FALSE	FALSE	TRUE	7	13:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	1, 2
912344588	Spain	M��laga	Mediterranean (north west)	AND16	San Jose Puerto	36.76	-2.1	5.3	03/07/2014	TRUE	FALSE	FALSE	TRUE	9	19:00:00	N	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912344589	Spain	M��laga	Mediterranean (north west)	AND17	Aguadulce Puerto	36.81	-2.56	4.2	04/07/2014	TRUE	FALSE	FALSE	TRUE	7	09:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	1, 2
912344590	Spain	M��laga	Mediterranean (north west)	AND18	Cueva del Frances	36.77	-2.07	7.9	04/07/2014	TRUE	FALSE	FALSE	TRUE	7	12:00:00	E	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912344591	Spain	M��laga	Mediterranean (north west)	AND19	Aguamarga	36.94	-1.94	2.3	07/07/2014	TRUE	FALSE	FALSE	TRUE	10	11:00:00	N	NA	NA	NA	NA	NA	RLS	NA	1, 2
912349128	Spain	M��laga	Mediterranean (north west)	AND2	San Pedro de Alcantara	36.48	-4.97	3.3	29/10/2013	TRUE	FALSE	FALSE	TRUE	8	09:00:00	S	NA	NA	NA	NA	NA	RLS	NA	1, 2
912344592	Spain	M��laga	Mediterranean (north west)	AND20	Cala del Plomo	36.92	-1.95	4.8	07/07/2014	TRUE	FALSE	FALSE	TRUE	9	14:00:00	SE	NA	NA	NA	NA	NA	RLS	NA	1, 2
912344593	Spain	M��laga	Mediterranean (north west)	AND21	Pta. Del Castillo	36.75	-2.11	4.7	07/07/2014	TRUE	FALSE	FALSE	TRUE	6	17:00:00	SE	NA	NA	NA	NA	NA	RLS	NA	1, 2
912344594	Spain	M��laga	Mediterranean (north west)	AND22	La Atalaya	36.77	-2.08	3.5	08/07/2014	TRUE	FALSE	FALSE	TRUE	10	11:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912344595	Spain	M��laga	Mediterranean (north west)	AND23	Pta. Genoveses I	36.74	-2.11	3.9	08/07/2014	TRUE	FALSE	FALSE	TRUE	8	14:00:00	N	NA	NA	NA	NA	NA	RLS	NA	1, 2
912344596	Spain	M��laga	Mediterranean (north west)	AND24	Las Negras	36.88	-2	2.2	09/07/2014	TRUE	FALSE	FALSE	TRUE	8	10:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	1, 2
912344597	Spain	M��laga	Mediterranean (north west)	AND25	El Playazo	36.86	-2	2	09/07/2014	TRUE	FALSE	FALSE	TRUE	6	13:00:00	S	NA	NA	NA	NA	NA	RLS	NA	1, 2
912344598	Spain	M��laga	Mediterranean (north west)	AND26	Cala de los Toros	36.82	-2.04	2.4	09/07/2014	TRUE	FALSE	FALSE	TRUE	5	17:00:00	SE	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912344599	Spain	M��laga	Mediterranean (north west)	AND27	Los Muertos I	36.94	-1.91	2.4	10/07/2014	TRUE	FALSE	FALSE	FALSE	9	13:00:00	SE	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912344600	Spain	M��laga	Mediterranean (north west)	AND28	Los muertos II	36.94	-1.91	3.4	10/07/2014	TRUE	FALSE	FALSE	TRUE	7	14:00:00	SE	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912344602	Spain	M��laga	Mediterranean (north west)	AND29	Isla de San Andres I	36.9	-1.97	6.9	11/07/2014	TRUE	FALSE	FALSE	FALSE	9	13:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912349129	Spain	M��laga	Mediterranean (north west)	AND3	Marbella	36.51	-4.89	1	29/10/2013	TRUE	FALSE	FALSE	TRUE	6	11:00:00	S	NA	NA	NA	NA	NA	RLS	NA	1, 2
912344601	Spain	M��laga	Mediterranean (north west)	AND30	Isla de San Andres II	36.9	-1.97	3.5	11/07/2014	TRUE	FALSE	FALSE	TRUE	8	12:00:00	E	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912344603	Spain	M��laga	Mediterranean (north west)	AND31	Camping izquierda	36.82	-2.51	4.8	15/07/2014	TRUE	FALSE	FALSE	TRUE	7	13:00:00	N	NA	NA	NA	NA	NA	RLS	NA	1, 2
912344604	Spain	M��laga	Mediterranean (north west)	AND32	Playa de las Olas	36.83	-2.49	2.4	15/07/2014	TRUE	FALSE	FALSE	TRUE	7	18:00:00	N	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912344605	Spain	M��laga	Mediterranean (north west)	AND33	Puerto izquierda	36.82	-2.55	3.4	16/07/2014	TRUE	FALSE	FALSE	TRUE	9	10:00:00	NW	NA	NA	NA	NA	NA	RLS	NA	1, 2
912344606	Spain	M��laga	Mediterranean (north west)	AND34	La Convergencia	36.82	-2.55	4.8	16/07/2014	TRUE	FALSE	FALSE	TRUE	8	13:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	1, 2
912349136	Spain	M��laga	Mediterranean (north west)	AND35	Pta. Loma pelada (Reserva integral I)	36.78	-2.06	8	19/09/2014	TRUE	FALSE	FALSE	TRUE	11	17:00:00	NW	NA	NA	NA	NA	NA	RLS	NA	1, 2
912349137	Spain	M��laga	Mediterranean (north west)	AND36	Pta. Loma pelada (Reserva integral II)	36.79	-2.06	7.1	19/09/2014	TRUE	FALSE	FALSE	TRUE	11	19:00:00	NW	NA	NA	NA	NA	NA	RLS	NA	1, 2
912349138	Spain	M��laga	Mediterranean (north west)	AND37	Pta. De la Polacra (Reserva integral I)	36.85	-2	8.1	20/09/2014	TRUE	FALSE	FALSE	TRUE	9	10:00:00	SE	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912349140	Spain	M��laga	Mediterranean (north west)	AND38	Tajo de Calahonda	36.7	-3.41	6.5	28/06/2015	TRUE	FALSE	FALSE	TRUE	14	19:00:00	E	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912349139	Spain	M��laga	Mediterranean (north west)	AND38	Tajo de Calahonda	36.7	-3.41	9	28/06/2015	TRUE	FALSE	FALSE	FALSE	15	18:00:00	E	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912349141	Spain	M��laga	Mediterranean (north west)	AND39	El Rinc��n	36.72	-3.36	5.2	28/06/2015	TRUE	FALSE	FALSE	TRUE	15	19:00:00	S	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912349142	Spain	M��laga	Mediterranean (north west)	AND39	El Rinc��n	36.72	-3.36	5.1	28/06/2015	TRUE	FALSE	FALSE	FALSE	10	18:00:00	S	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912349130	Spain	M��laga	Mediterranean (north west)	AND4	Cabo Pino	36.48	-4.74	1.5	29/10/2013	TRUE	FALSE	FALSE	TRUE	8	13:00:00	E	NA	NA	NA	NA	NA	RLS	NA	1, 2
912349143	Spain	M��laga	Mediterranean (north west)	AND40	Barranco del Negro	36.74	-3.33	5	29/06/2015	TRUE	FALSE	FALSE	FALSE	17	12:00:00	E	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912349144	Spain	M��laga	Mediterranean (north west)	AND40	Barranco del Negro	36.74	-3.33	5.2	29/06/2015	TRUE	FALSE	FALSE	FALSE	15	14:00:00	E	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912349145	Spain	M��laga	Mediterranean (north west)	AND41	Playa cambriles	36.74	-3.34	3.7	29/06/2015	TRUE	FALSE	FALSE	FALSE	15	18:00:00	E	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912349146	Spain	M��laga	Mediterranean (north west)	AND41	Playa cambriles	36.74	-3.34	5	29/06/2015	TRUE	FALSE	FALSE	FALSE	14	19:00:00	E	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912349148	Spain	M��laga	Mediterranean (north west)	AND42	La R��bita	36.75	-3.18	3.2	29/06/2015	TRUE	FALSE	FALSE	TRUE	15	18:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	1, 2
912349147	Spain	M��laga	Mediterranean (north west)	AND42	La R��bita	36.75	-3.18	3.1	29/06/2015	TRUE	FALSE	FALSE	TRUE	15	19:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	1, 2
912349149	Spain	M��laga	Mediterranean (north west)	AND43	Ba��os de Guarda Viejas II	36.7	-2.85	3.3	29/06/2015	TRUE	FALSE	FALSE	TRUE	8	14:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912349150	Spain	M��laga	Mediterranean (north west)	AND43	Ba��os de Guarda Viejas II	36.7	-2.85	3.4	29/06/2015	TRUE	FALSE	FALSE	FALSE	8	13:00:00	NE	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912349151	Spain	M��laga	Mediterranean (north west)	AND44	Tesorillo	36.74	-3.67	5.5	30/06/2015	TRUE	FALSE	FALSE	FALSE	15	17:00:00	E	NA	NA	NA	NA	NA	RLS	NA	0, 1, 2
912349152	Spain	M��laga	Mediterranean (north west)	AND44	Tesorillo	36.74	-3.67	5.8	30/06/2015	TRUE	FALSE	FALSE	FALSE	15	18:00:00	E	NA	NA	NA	NA	NA	RLS	NA	1, 2
